name,age,gender,salary,education,years of service
Mark Bell,26,Male,92168,Ph.D.,12
Kevin Patterson,47,Male,94104,M.S.,2
Derek Santiago,50,Female,66724,Bachelor's,3
Danielle Evans,55,Female,92950,Ph.D.,15
Amanda Warner,35,Male,66444,Ph.D.,4
Amber Bowers,62,Male,54833,Ph.D.,17
Samuel Chen,56,Female,76131,Ph.D.,25
Steve Howard,53,Male,64555,Ph.D.,6
Randy Valdez,38,Male,53808,Bachelor's,25
Lisa Ramirez,44,Female,61541,M.S.,20
Travis Peterson,30,Male,70705,M.S.,24
Cindy Watkins,56,Female,74272,Ph.D.,24
John Rivera,27,Female,61892,Ph.D.,11
Stephanie Reynolds,55,Female,75976,M.S.,22
Colton Hoover,61,Female,51064,Bachelor's,3
Rachel Villanueva,35,Female,85446,M.S.,1
Mr. Adam Smith DDS,47,Female,92519,Ph.D.,29
Warren Armstrong,29,Male,84250,M.S.,6
Mark Ray,32,Male,55818,Ph.D.,24
Dwayne Dillon,62,Male,67761,Bachelor's,13
Clifford Mills,55,Male,94705,M.S.,16
Jared Hall,34,Female,92818,Bachelor's,6
Eric Bell,29,Female,55399,Ph.D.,8
Phyllis Fields,49,Female,83725,Bachelor's,20
Teresa Zuniga,61,Male,53062,M.S.,1
Jason Warren,38,Male,56587,Ph.D.,1
Amy Yates,62,Female,54370,Ph.D.,1
Pamela Holland,27,Female,82681,Bachelor's,19
Laura Tate,39,Male,97424,M.S.,2
Rodney Powell,58,Female,95711,M.S.,30
Holly Soto,38,Male,52130,Ph.D.,20
Heather Morrison,26,Female,90505,Bachelor's,8
Cynthia Hill,48,Male,77393,Ph.D.,16
Adam Hart,46,Male,95305,Bachelor's,27
Eric Chavez,31,Male,63692,Ph.D.,15
Destiny Garrison,42,Female,89567,Ph.D.,7
Ryan Garcia,50,Female,75066,Ph.D.,26
Sally Whitaker,57,Male,74654,Ph.D.,17
Ann Patel,47,Male,51279,Bachelor's,30
Patricia Ellis,61,Female,71500,M.S.,5
Wendy Mcfarland,33,Male,56916,Bachelor's,23
Kyle Gray,33,Male,82738,Ph.D.,5
Elizabeth Carter DVM,28,Female,71383,M.S.,8
Jo Manning,61,Male,54543,Ph.D.,4
Nicholas Quinn,39,Female,96971,M.S.,12
Beth Houston,36,Female,70276,Bachelor's,21
George Brady,43,Male,79809,M.S.,12
Tina Fitzgerald,35,Female,87899,Ph.D.,27
John Cook,58,Female,98757,Bachelor's,30
Stacey Harmon,54,Male,99062,Bachelor's,13
Holly Woods,45,Female,69305,M.S.,25
Ashley Robertson,40,Male,58443,Ph.D.,6
Holly Duke,37,Male,93625,M.S.,16
Matthew Martin,42,Male,62341,M.S.,4
Crystal Zimmerman,62,Female,95661,Ph.D.,13
William Campbell,33,Male,51642,Ph.D.,24
Steve Garcia,49,Female,89981,M.S.,28
Ana Reed,33,Female,89061,M.S.,3
Brittany Petty,28,Female,66147,Bachelor's,9
Joshua Boyer,48,Male,81536,Bachelor's,16
Julie Wallace,62,Female,58344,Bachelor's,29
Kelsey Schmidt,64,Male,73242,Ph.D.,10
Christopher Houston,58,Male,50589,M.S.,16
Casey Harmon,64,Male,71523,Ph.D.,29
Ryan Ruiz,49,Female,64454,Bachelor's,4
Bryan Salinas,41,Female,94115,Bachelor's,11
Charles Campbell,61,Female,51758,Bachelor's,22
Rickey Montoya,26,Male,85669,M.S.,24
Susan Chang,57,Female,68098,M.S.,1
Kristin Bennett,26,Female,86079,Bachelor's,26
Lori Daniel,54,Male,67164,M.S.,12
Robin Blackburn,45,Male,59848,M.S.,16
Cassandra Campbell,61,Female,91062,Bachelor's,26
Tammy Mendoza,42,Female,58875,M.S.,20
Charles Franklin,60,Female,95421,Ph.D.,4
Patrick Rowe,44,Male,57066,Ph.D.,22
Mackenzie Forbes,26,Male,50600,M.S.,26
Cassandra Rogers,44,Female,79290,Bachelor's,28
Jason Castillo,41,Female,93652,Bachelor's,25
Richard Maldonado,34,Female,94127,Ph.D.,15
Tyler Rodriguez,37,Male,67303,Ph.D.,3
Travis Morales,60,Female,64751,Ph.D.,13
Angela Mclaughlin,64,Male,78159,Ph.D.,21
Kyle Fuentes,58,Female,80056,Ph.D.,29
Mrs. Patricia Obrien,61,Female,50749,Bachelor's,6
John Hodges,47,Female,82088,Ph.D.,11
Mark Mays,36,Female,90981,M.S.,14
David Hodges,33,Female,76845,Ph.D.,6
Joy Savage,47,Male,62641,M.S.,19
Tina Tyler,52,Male,82643,Ph.D.,8
Kevin Rubio,27,Female,78676,M.S.,25
Jimmy Donovan,48,Male,86909,Bachelor's,3
Patricia Hill,26,Female,65516,Ph.D.,14
Lee Cuevas,60,Female,87433,Bachelor's,2
Teresa Carter DDS,57,Female,51779,M.S.,12
Olivia Bauer,30,Female,89829,M.S.,1
Mark Wilson,27,Male,50230,Bachelor's,10
Dr. Elizabeth Davis,53,Male,62334,Ph.D.,18
Cory Anderson,51,Female,70653,Ph.D.,13
Rhonda Preston,28,Female,68088,Bachelor's,16
Todd Mitchell,48,Female,66245,Bachelor's,3
Emma Brown,58,Female,98171,M.S.,14
Nathan Frye,50,Female,59660,Ph.D.,7
James Hill,25,Female,55173,M.S.,3
Nancy Wilcox,31,Female,88874,Bachelor's,3
Timothy Ramsey,41,Male,71657,Ph.D.,1
Lisa Aguilar,39,Male,91005,M.S.,19
Joseph Carson,42,Male,95920,Bachelor's,15
Amy Charles,63,Female,71050,Bachelor's,13
Thomas Torres,33,Female,93539,M.S.,6
Sara Deleon,40,Female,78227,M.S.,1
Alvin Johnson,61,Female,70808,M.S.,19
Maria Cobb,51,Female,59244,Ph.D.,9
Jose Sullivan,44,Male,66255,Bachelor's,5
Javier Shields,38,Male,54228,Bachelor's,20
Shaun Fisher,49,Male,89346,Bachelor's,24
Eric Glover,58,Female,96595,Bachelor's,20
Jonathan Murray,40,Female,97933,M.S.,23
Christopher Burgess,60,Female,98740,Ph.D.,28
Ronald Lara,35,Female,91912,Bachelor's,11
Melissa Brown,55,Male,64526,M.S.,11
Juan Doyle,52,Female,91379,M.S.,16
Devon Davis,57,Male,78701,Ph.D.,16
Austin Torres,49,Male,96885,M.S.,24
Kayla Byrd,60,Male,74393,M.S.,9
Steven Moore,38,Female,76478,Ph.D.,13
John Mccormick,48,Female,94085,Ph.D.,1
Anna Smith MD,53,Male,91880,Bachelor's,28
Dr. Michelle Ferguson DDS,55,Male,75321,Ph.D.,24
Katherine Johnson,56,Male,67213,Ph.D.,25
Jennifer Hays,29,Female,72347,Bachelor's,5
Jeffrey Sloan,30,Female,72479,Bachelor's,7
Dawn Williams,58,Male,75442,M.S.,4
Bethany Holden,32,Female,85045,Bachelor's,6
Anna Craig,65,Female,65003,Ph.D.,25
Kenneth Meyer,36,Female,73637,Bachelor's,2
Michelle Potter,34,Female,74088,Ph.D.,17
Denise Schultz MD,25,Female,99513,Bachelor's,16
Tammy Smith,58,Female,99608,M.S.,28
Deborah Cunningham,49,Female,66066,M.S.,12
Sean Anderson,50,Female,67817,Bachelor's,11
Andrew Bowen,55,Female,55467,Ph.D.,8
Eric Thomas,32,Female,85693,Bachelor's,27
Mary Marshall,63,Female,91419,Ph.D.,28
Cassandra Garcia,49,Female,99573,Bachelor's,2
Zachary Lester,34,Female,64407,Bachelor's,7
Casey Page,27,Male,91547,Ph.D.,11
Maria Adkins,31,Female,88458,Ph.D.,11
Mr. Bryan Ramirez,59,Female,85617,Ph.D.,3
Elijah Carter,36,Female,95010,Bachelor's,26
Mike Garza,38,Female,99995,M.S.,5
Joshua Simpson,42,Female,81226,M.S.,15
Todd King,58,Male,72016,M.S.,21
James Powers,31,Male,58424,M.S.,29
Kelly Tran,32,Male,87742,Bachelor's,24
Jonathan Burke,29,Male,78537,Bachelor's,20
Sarah Jenkins,28,Female,72969,Ph.D.,8
Alicia Howard,62,Male,71748,M.S.,29
Marc Watts,46,Male,51080,Bachelor's,1
Jason Roth,29,Male,80146,Ph.D.,25
Troy Hogan,33,Female,89545,Ph.D.,11
Derrick Yoder,54,Male,61110,Bachelor's,25
Carrie Klein,55,Female,50417,Bachelor's,29
Aaron Hill,61,Male,56318,Bachelor's,20
Thomas Williams,31,Male,79232,Bachelor's,1
Jermaine Shelton,61,Female,80833,Ph.D.,7
Brian Moran,53,Male,62214,M.S.,2
Megan Frank,44,Female,75243,M.S.,8
Shannon Rhodes,27,Female,91673,M.S.,17
Katherine Martinez,37,Female,81137,M.S.,18
Cheryl Cardenas,29,Female,96682,Ph.D.,7
Jonathan Olson,25,Male,81553,Ph.D.,8
David Lowe,62,Male,88190,Bachelor's,30
Roy Murphy,52,Female,62419,Ph.D.,6
Jordan Romero,53,Male,56421,Ph.D.,30
Brian Lewis,55,Male,57378,Ph.D.,18
Lisa Peterson,38,Male,78755,Bachelor's,3
Shannon Walls,57,Female,73828,Bachelor's,12
Christine Thomas,63,Female,70970,Bachelor's,12
Jonathan Davies,41,Male,96315,M.S.,5
Kimberly Atkins,29,Male,62201,Bachelor's,26
Andrew Pearson,42,Male,83536,M.S.,25
Michael Petersen,56,Male,92089,Ph.D.,7
Michael Webb,39,Male,79274,M.S.,8
Alex Beck,28,Female,95761,M.S.,12
Johnny Edwards,64,Female,93087,M.S.,30
Anthony Sullivan,28,Female,53187,M.S.,22
Courtney Payne,45,Male,92237,Bachelor's,22
Brenda Hopkins,49,Female,74268,M.S.,25
Connie Larson,44,Male,88927,Ph.D.,26
Michael Harrell,62,Female,95798,Bachelor's,17
Hannah Spencer,57,Female,94315,Bachelor's,10
Melissa Richard,57,Female,76243,Bachelor's,2
Michael Murray,47,Female,87557,M.S.,24
Jonathan Barron,28,Male,84895,M.S.,23
Allison Williams,58,Male,80383,M.S.,17
Katherine Middleton,37,Male,74116,M.S.,11
Alyssa Lara,45,Female,55673,M.S.,22
Karen Anderson,60,Male,57613,M.S.,24
Cheryl Cook,48,Female,61443,Ph.D.,10
Michael Hernandez,48,Male,78986,Bachelor's,9
David Underwood,53,Male,63940,M.S.,28
Frances Bailey,39,Female,66967,M.S.,29
Makayla Thomas,36,Female,57373,Bachelor's,25
Allison Pena,60,Female,53206,Bachelor's,14
Angela Raymond,47,Male,88626,M.S.,20
Ryan Anthony,64,Male,76024,Bachelor's,2
Cheryl Ellis,28,Female,99541,Ph.D.,16
Mr. Douglas Nolan,33,Female,99962,M.S.,23
Gina Munoz,60,Male,79498,Bachelor's,3
Cody Cole,39,Female,50476,M.S.,20
James Fuller,58,Male,56279,Bachelor's,10
Charles Hernandez,32,Male,61042,M.S.,30
Douglas Hickman,54,Female,66510,Ph.D.,25
Anthony Tran,45,Male,75266,Ph.D.,8
Tim Flores,35,Male,92876,M.S.,25
John George,40,Female,72676,Bachelor's,13
Sarah Weber,64,Female,96520,Ph.D.,5
Shannon Burgess,46,Male,81282,Bachelor's,21
Cassie Sanchez,48,Female,67887,Ph.D.,10
Rachel Rodriguez,56,Female,98589,Bachelor's,28
Gabriel Wright,64,Male,91704,Bachelor's,21
Timothy Briggs,42,Female,54687,M.S.,24
Daniel Murray,56,Male,63046,Bachelor's,21
Brian Bauer,51,Male,89988,Ph.D.,11
Gary Gill,26,Male,91410,M.S.,27
William Patel,43,Female,52114,M.S.,20
Sharon Harper,29,Male,75221,Ph.D.,4
Amanda Rivera,41,Female,91963,Bachelor's,25
Barbara Waters,34,Female,73271,Ph.D.,4
Dylan Wilson,55,Male,67678,M.S.,17
Justin Wong,65,Male,66401,M.S.,20
Lisa Vasquez,32,Female,97299,M.S.,30
Lucas Barron,34,Female,50489,Ph.D.,12
Calvin Moon,57,Female,56359,Bachelor's,7
Thomas Smith,65,Female,60699,Ph.D.,15
Russell Lawrence,51,Male,75036,Ph.D.,29
Kevin Hill,35,Female,88418,M.S.,6
Emily Brown,60,Female,75597,Bachelor's,13
Katrina Garcia,44,Female,59031,Ph.D.,21
Robert Brooks,27,Male,79392,M.S.,30
Alexis Marsh,36,Female,84960,Ph.D.,28
Rose Wise,49,Female,73773,M.S.,12
Molly Higgins,53,Male,62387,M.S.,27
Steven Ibarra,28,Male,70984,Ph.D.,6
Elizabeth Hall,61,Male,85511,Ph.D.,22
Adrian Powell,34,Male,92390,Bachelor's,12
Kendra Estrada,27,Female,65058,Bachelor's,30
Kristine Davis,62,Female,67630,M.S.,23
Jose Garcia,59,Male,82677,Ph.D.,21
Jose Castro,65,Female,88990,Bachelor's,16
Bruce Green,46,Female,59065,Ph.D.,13
Karen Dunn,65,Female,72055,M.S.,2
Angela Rivera,34,Male,90109,Bachelor's,29
Julia Walter,26,Male,90436,Bachelor's,6
Shelia Ross,58,Male,90784,Bachelor's,17
Theresa Perry,29,Female,88335,Ph.D.,19
Elizabeth Wolf,28,Male,80689,Ph.D.,6
Jerome Arias,54,Female,87168,Ph.D.,12
Tammy Jennings,45,Male,60500,Bachelor's,4
Amanda Berry,25,Male,55766,M.S.,4
Andrea Price,47,Female,74521,Bachelor's,28
Stephen Myers,47,Female,52321,Ph.D.,7
Roberto Nguyen,27,Female,98948,M.S.,9
Carrie Hart,57,Male,53374,Bachelor's,15
Chelsea Flores,37,Female,81129,Ph.D.,23
Kayla Johnson,41,Female,90472,M.S.,27
Albert Davis,32,Male,57267,M.S.,21
Mary Miller,38,Female,81097,M.S.,12
Robert Macdonald,42,Male,80495,Bachelor's,17
Beth Williams,36,Male,67717,M.S.,7
Teresa Braun,55,Male,92619,M.S.,23
Danielle Summers,29,Female,64621,Bachelor's,30
Barbara Ewing MD,27,Male,50584,M.S.,19
Ronald Roach,58,Male,80815,Ph.D.,27
Lindsey Johnson,46,Female,80682,M.S.,19
Shannon Dominguez,62,Female,86708,Bachelor's,8
Mr. Matthew Mitchell,41,Female,96297,Bachelor's,9
Daniel Bauer,59,Male,72683,Bachelor's,28
John Freeman,41,Male,52271,Bachelor's,18
Misty Clark,26,Male,61698,M.S.,29
Jenny Hendrix,46,Female,61105,Ph.D.,13
Michael Curry,27,Female,65463,Bachelor's,14
Mark Navarro DDS,30,Female,95116,Ph.D.,27
Michael Huynh,54,Male,84288,Bachelor's,7
Colleen Ross,35,Male,92829,Bachelor's,1
Seth Wright,56,Male,53427,Bachelor's,27
Tyler Diaz,27,Male,62271,Bachelor's,3
Stacey Walter,53,Female,90994,Ph.D.,11
Evan Kim,53,Female,83806,Bachelor's,26
Vanessa Cox,50,Female,96429,Bachelor's,8
Kelly Williams,65,Female,60140,M.S.,7
Phyllis Murray,35,Male,57507,Ph.D.,14
Robert Edwards,39,Male,80748,M.S.,28
Kevin Harvey,40,Male,74057,Ph.D.,19
Kimberly Greer,26,Female,83696,Bachelor's,5
Matthew Collins,28,Female,72113,M.S.,3
Martin Johnson,59,Female,81140,M.S.,13
Ralph Kennedy,59,Male,90959,Bachelor's,28
Aaron Garcia,49,Female,92051,M.S.,25
Barbara Odom,34,Female,97585,M.S.,16
Justin Knox,48,Male,63302,Bachelor's,21
Kenneth Cain,34,Male,77368,Ph.D.,14
Matthew Torres,40,Female,59363,M.S.,2
Linda Avila,29,Female,55938,Ph.D.,12
Ashley Watts,25,Female,95312,M.S.,8
Edward Cook,35,Male,74682,Ph.D.,29
Luke Mitchell,55,Female,51506,Bachelor's,17
Laura Williams,51,Female,87340,M.S.,7
Victor Morales,37,Female,94701,M.S.,12
Kevin Reid,55,Female,56105,Bachelor's,13
Barbara Reyes,53,Female,50682,Ph.D.,24
Joseph Salas Jr.,25,Female,64585,Bachelor's,2
Carol Haley,27,Female,56408,M.S.,18
Judith Little,54,Female,99845,Ph.D.,27
Douglas Buck MD,56,Male,91545,M.S.,14
Margaret Stanton,56,Female,66976,M.S.,1
Sean Reeves MD,54,Female,74556,Ph.D.,29
Ashley Hancock,41,Female,86850,Bachelor's,16
Destiny Stone,57,Male,72248,M.S.,23
Michael Oconnor,57,Male,74965,Ph.D.,12
Terry Carlson,40,Male,64544,Ph.D.,28
Suzanne Strong,60,Male,51669,M.S.,24
Michele Burke,59,Female,97762,Bachelor's,14
Ronald Perry,64,Male,81890,Bachelor's,9
James Reed,47,Male,60770,M.S.,29
Sherri Burch,48,Male,90276,Bachelor's,25
Zachary Sandoval,62,Male,86941,M.S.,24
Crystal Russell,32,Female,60203,Bachelor's,19
Timothy Simmons,45,Male,97519,M.S.,22
Amber Vasquez,49,Female,67099,M.S.,16
Joseph Young,40,Male,86138,M.S.,7
Brian Gutierrez,64,Female,98050,M.S.,13
Rachel Young,42,Male,80798,M.S.,15
Chad White,30,Female,56111,Bachelor's,22
Timothy Rose,38,Female,92821,Ph.D.,16
Mikayla Mcdonald,30,Female,91908,Ph.D.,23
Vincent Davis,61,Male,67874,Ph.D.,23
Steven Torres,32,Female,81871,Bachelor's,20
Taylor Gray,32,Male,60720,M.S.,15
Ryan Blackwell,64,Male,98559,Bachelor's,30
Robert Munoz,35,Female,92562,M.S.,26
Natasha Ward,44,Female,56977,Ph.D.,28
Molly Reed,54,Male,62062,Ph.D.,18
Jamie Chaney,64,Female,62525,Bachelor's,27
Erik Fernandez,49,Female,82035,M.S.,25
Rodney Lewis,45,Male,98363,Ph.D.,30
Jessica Campbell,39,Male,78993,Ph.D.,12
Terri Freeman,55,Female,85376,M.S.,12
Arthur Hunter,52,Male,57862,Ph.D.,8
John Cruz,49,Female,64544,M.S.,20
Stacy Kennedy,53,Female,65862,M.S.,1
Sandra Washington,41,Female,71971,Ph.D.,26
Anthony Harrison,42,Female,58831,M.S.,15
Jennifer Casey,53,Female,65256,M.S.,12
Mary Knapp,62,Female,95000,M.S.,20
Matthew Avery,38,Male,63704,M.S.,19
Robert Mitchell,33,Female,62571,Bachelor's,28
Brittany Harper,35,Female,53523,M.S.,26
Mark Garcia,37,Female,87754,M.S.,30
Susan Gallegos PhD,26,Male,99229,Ph.D.,4
Amanda Villegas,54,Female,76334,Ph.D.,5
Elaine Green,65,Male,87969,Bachelor's,7
Erin Shepherd MD,49,Male,86355,Bachelor's,6
Shannon Carpenter,63,Male,77059,Ph.D.,14
Cameron Jones,42,Female,75053,M.S.,16
Lindsey Richardson,52,Female,67604,M.S.,10
Faith Morgan,59,Female,51882,Ph.D.,1
Timothy Jones,49,Female,89987,M.S.,29
Charles Watkins,60,Female,68643,M.S.,21
Jasmine Christensen,25,Female,81162,Bachelor's,15
Tracey Lee,25,Male,73146,M.S.,8
Marc Patel,63,Female,86321,Ph.D.,7
Julie Macdonald,53,Male,69155,Bachelor's,7
Debbie Ross,56,Female,98318,M.S.,16
Kayla Hernandez,49,Female,95320,Bachelor's,1
Sarah Butler,47,Male,62304,Ph.D.,30
Kaitlyn Franco,48,Male,83288,M.S.,13
Melanie Wang,25,Female,87654,M.S.,7
Bernard Hurley,28,Male,63650,Ph.D.,4
Kristine Wyatt,50,Male,92614,Ph.D.,22
Lacey Shaw,41,Female,64792,Bachelor's,19
Shannon Poole,58,Male,74871,M.S.,9
Karla Gonzales,44,Female,83814,M.S.,18
Wendy Goodman,37,Male,61199,Bachelor's,20
Kyle Mills,45,Female,53964,Ph.D.,4
Jason Salazar,58,Female,55051,Bachelor's,22
Michelle Robertson,63,Female,74618,M.S.,19
Troy Davis,29,Male,80326,Bachelor's,6
Cassandra Lindsey,56,Female,89116,Ph.D.,14
Ashley Jenkins DDS,64,Male,88287,Ph.D.,26
Kevin Wright,47,Male,64753,Bachelor's,3
Amy Ford,50,Male,89217,Bachelor's,16
Mallory Johnson,55,Female,80692,Ph.D.,30
Mrs. Elizabeth Gonzalez MD,56,Female,92107,Bachelor's,13
Renee Munoz,51,Female,52716,M.S.,2
Mark Evans,29,Female,91867,Bachelor's,28
Molly Beard,59,Male,69977,Ph.D.,11
Cameron Burke,35,Female,80213,Ph.D.,11
Carly Anderson,55,Male,84322,Bachelor's,12
Gregory Stewart,60,Female,96992,Bachelor's,27
Gabrielle Porter,47,Male,92968,Bachelor's,7
Katie Powell,55,Male,71897,M.S.,25
Jesus Shaw,56,Female,71487,Ph.D.,1
Janet Bond,50,Male,64088,Bachelor's,18
Miss Julie Cooper,54,Male,77421,M.S.,25
Crystal Martinez,41,Female,57330,M.S.,6
Patrick Stevenson,49,Male,73704,M.S.,13
Maria Stafford,45,Female,58611,Ph.D.,6
Susan Gillespie,43,Male,54801,Bachelor's,11
Molly Fowler,32,Female,66321,M.S.,24
Whitney Crawford,26,Male,85224,Ph.D.,13
Nina Everett,51,Female,59795,Ph.D.,25
Tonya Warren,32,Female,74184,M.S.,5
Kristen Arnold,31,Female,58414,Ph.D.,18
Kaitlyn Cardenas,44,Male,80611,M.S.,16
Amanda Bryant,35,Female,64356,Ph.D.,28
Sandra Harper,56,Female,66103,M.S.,17
Hunter Johnson,33,Male,60415,M.S.,21
Madison Barton,32,Female,83479,Bachelor's,14
Michael Haynes,28,Male,95750,Bachelor's,16
Emily Stafford,31,Female,92459,Bachelor's,8
Reginald Richardson,55,Female,64224,Bachelor's,3
Ashley Williams,46,Male,91270,Ph.D.,9
Brian Carter,26,Female,82877,Ph.D.,24
Lisa Sweeney,27,Male,83200,M.S.,16
Nicole Anthony,25,Male,73271,Ph.D.,20
Eric Johnston,48,Female,95275,Bachelor's,27
Raymond Ellis,65,Female,95733,M.S.,5
Robert Beck,35,Male,63758,Ph.D.,21
Tiffany Nguyen,44,Male,51882,Bachelor's,18
Sharon Russell,61,Female,96509,M.S.,19
Ronald Cooke,48,Male,97642,Bachelor's,16
Ms. Lori Oneal,25,Female,61057,M.S.,7
Molly Leonard,35,Male,57617,Ph.D.,24
Patricia Roberts,38,Male,62222,Bachelor's,19
Michael Ferguson,63,Female,69482,Bachelor's,29
Tracy Harris,43,Male,56160,Ph.D.,14
Erin Mills,34,Male,92913,M.S.,30
David Wells,41,Male,70534,Ph.D.,19
Ryan Carpenter,38,Male,74570,Ph.D.,27
William Woodard,58,Male,53876,Bachelor's,6
Jeffrey Lopez,31,Male,96690,Ph.D.,22
Connie Williams,61,Female,91703,Ph.D.,4
Robert Hanson MD,65,Female,57740,M.S.,16
Cynthia Butler,49,Female,52387,Ph.D.,8
Austin Anderson,29,Female,99138,M.S.,27
Scott Flynn,65,Female,90608,Bachelor's,13
Michael Berry,57,Male,83884,Bachelor's,13
Mariah Barber,56,Female,86346,M.S.,29
Brooke Thomas,33,Female,92464,Bachelor's,16
Gregory Daniels,51,Male,82653,Ph.D.,15
Victoria Smith,63,Female,89737,Bachelor's,6
Frank Mora,53,Female,75910,Ph.D.,15
Richard Knight,52,Male,59720,Bachelor's,27
William Castro,36,Male,65393,Ph.D.,26
Lisa White,45,Female,61796,Ph.D.,2
Pamela Kerr,42,Male,68887,Bachelor's,2
Jacob King,58,Female,76741,M.S.,26
Jennifer Hutchinson,51,Female,68781,Bachelor's,16
Ann Stokes,36,Female,51656,Bachelor's,15
Sarah Douglas,41,Male,52462,Bachelor's,23
Johnathan Hess,50,Male,65458,Ph.D.,8
Amanda Salazar,54,Male,96605,Ph.D.,24
Robert Jones DVM,58,Female,52339,M.S.,10
Chad Thompson,37,Female,50103,Bachelor's,5
Emma Hudson,57,Male,79172,Ph.D.,25
Luke Rodriguez,52,Male,81118,M.S.,19
Andrea Vargas,44,Male,71581,Bachelor's,28
Adam Fletcher,39,Male,62568,Ph.D.,22
Kelsey Hull,41,Female,50663,Bachelor's,8
Randy Mcdaniel,55,Male,71934,Bachelor's,14
Amy Barnes,55,Male,64142,Ph.D.,30
Karen Clark,57,Female,81328,Bachelor's,12
Sherry Howard,56,Male,70893,M.S.,21
Cindy Spencer,38,Female,85187,Ph.D.,2
Krista Sanders,33,Male,64831,Ph.D.,6
Christopher Bell,54,Male,55335,Bachelor's,7
Gary Norton,37,Female,83715,M.S.,27
John Moore,62,Female,74557,Ph.D.,18
Shannon Tucker,65,Male,68353,M.S.,13
Kristina Peterson,63,Male,93037,Bachelor's,26
Adam Snyder,28,Male,69326,M.S.,13
Juan Pierce,45,Female,97714,Bachelor's,17
Daniel Thornton,35,Female,89406,M.S.,16
Nicole Boyd,60,Male,75500,Bachelor's,24
Lori Barr,51,Male,57273,M.S.,17
Rhonda Patterson,38,Male,99278,Bachelor's,24
Ryan Richardson,42,Female,82864,M.S.,26
Kristine Johnson,41,Male,96624,Ph.D.,29
Austin Carter,52,Male,83038,Ph.D.,26
James Gregory,25,Female,97183,Ph.D.,29
Brad Hernandez,46,Male,62171,M.S.,12
Tanya Church,62,Female,58140,Bachelor's,28
Susan Jones,31,Female,62439,Bachelor's,28
Jesus Smith,28,Female,71694,M.S.,15
Melody Jennings,28,Male,55782,Bachelor's,10
Stacey Martin,37,Female,73944,M.S.,4
Virginia Morales,61,Female,73453,Bachelor's,9
Andrea Galvan,44,Female,81014,M.S.,17
Glenda Hawkins,60,Female,65531,Ph.D.,15
Allen Campbell,46,Male,94370,M.S.,8
Tiffany Ramsey,42,Female,70649,Bachelor's,13
Lynn Cooper,34,Male,87847,M.S.,2
Kathryn Tucker,38,Female,70263,M.S.,1
Nicole Grant,50,Female,76836,M.S.,3
Tanya Campbell,35,Male,54555,Ph.D.,19
Carolyn Mclaughlin,52,Male,83222,Ph.D.,9
Joan Curtis,52,Male,59321,Bachelor's,29
Felicia Tate,31,Female,57531,Ph.D.,30
Patrick Conner,43,Male,57648,Bachelor's,14
Colin Johnson,62,Male,81023,Ph.D.,26
Anne Ortiz,34,Male,90157,Bachelor's,1
Kathy Graham,56,Female,79628,Ph.D.,27
Jacqueline Wong,53,Male,79424,M.S.,3
Thomas Holmes,65,Female,84547,Ph.D.,20
Nathaniel Miller,27,Male,71697,Ph.D.,7
Erin Riley,60,Male,93045,Ph.D.,14
Brandon Clark,28,Male,62795,M.S.,5
Tony Rosales,40,Male,97625,Bachelor's,5
Nathan English,36,Female,59889,Ph.D.,28
Mr. Jeffrey Moyer,32,Male,96658,Bachelor's,27
Katie Ross,36,Female,76505,Bachelor's,19
Nicole Zimmerman,60,Female,82560,M.S.,15
Larry Moore,56,Female,68988,M.S.,11
Thomas Meyer,63,Male,94939,M.S.,17
Lawrence Freeman,62,Male,63606,M.S.,22
Colin Barrett,44,Male,68812,Ph.D.,19
Luis Phillips,43,Male,80815,Bachelor's,26
Andrew Olson,44,Male,68654,M.S.,8
Jasmine Rogers,49,Male,70849,M.S.,16
Amanda Blanchard,53,Male,64697,Ph.D.,8
Andrew Hays,47,Male,95147,Bachelor's,15
Tyler Harris,50,Male,52303,M.S.,9
Anthony Wise,60,Male,81067,Ph.D.,12
Edward Gonzales,63,Male,92805,Ph.D.,26
Timothy Gonzalez,43,Male,90043,Bachelor's,3
Antonio Garrett,35,Male,51149,M.S.,16
Michael Hayes,57,Male,76229,Bachelor's,11
Melissa Blake,38,Male,70005,M.S.,1
Emily Cruz,27,Male,77530,Ph.D.,24
Christopher Hernandez,62,Male,99165,Bachelor's,12
Tracy Moreno,57,Female,94166,Ph.D.,20
Mark Lopez,55,Female,88577,Bachelor's,11
Richard Hammond,63,Female,85542,Ph.D.,8
Lisa Knight,60,Female,99398,Ph.D.,17
Tyler Reed,63,Female,97562,M.S.,7
Eric Jones,40,Male,99264,Bachelor's,2
Brenda Boyer,44,Male,78401,M.S.,15
Henry Newton,25,Male,86881,M.S.,6
Amy Williams,38,Female,71052,M.S.,23
Jordan Mcclain,35,Female,74900,Bachelor's,2
Emily Moss,39,Male,64968,Bachelor's,18
Christopher Arnold,53,Female,91137,Ph.D.,22
Angela Stewart,39,Male,74439,M.S.,20
William Jordan,40,Male,93478,M.S.,27
Natasha Lang,60,Male,90775,Ph.D.,4
Joann Harvey,34,Male,84605,Bachelor's,14
Kyle Neal,56,Female,87590,Ph.D.,6
Marcus Byrd,35,Male,89464,Bachelor's,7
Carol Davis,30,Male,97810,M.S.,25
Mr. Hunter Gibson,25,Male,93133,Ph.D.,21
Melissa Ashley,27,Female,84441,M.S.,11
Samantha Medina,37,Female,70205,M.S.,20
